"name","country","operator","users","purpose","perigee","apogee","launch_mass","date_of_launch","expected_lifetime",
"Beidou IGSO-1 (Compass G-5)","China","Chinese Ministry of National Defense","Military/Government","Navigation/Global Positioning",35670,35893,4200,2010-07-31,8.000000,
"Beidou IGSO-2 (Compass G-7)","China","Chinese Ministry of National Defense","Military/Government","Navigation/Global Positioning",35717,35817,4200,2010-12-17,8.000000,
"Beidou IGSO-3 (Compass G-8)","China","Chinese Ministry of National Defense","Military/Government","Navigation/Global Positioning",35693,37872,4200,2011-04-09,-1.000000,
"Beidou IGSO-4 (Compass G-9)","China","Chinese Ministry of National Defense","Military/Government","Navigation/Global Positioning",35708,35879,4200,2011-07-26,8.000000,
"Beidou IGSO-5 (Compass G-10)","China","Chinese Ministry of National Defense","Military/Government","Navigation/Global Positioning",35708,35864,4200,2011-12-01,8.000000,
"Beijing-3","China","21st Century Aerospace Technology (21AT)","Commercial","Earth Observation",487,502,-1,2021-06-11,-1.000000,
"BeijingGalaxy-1 (Beijing 1 [Tsinghua], Tsinghau-2, China DMC+4)","China","Beijing Landview Mapping Information Technology Co. Ltd (BLMIT)","Commercial","Earth Observation",681,703,166,2005-10-27,7.000000,
"Belintersat-1","Belarus","Belintersat","Government","Communications",35779,35792,5223,2016-01-15,15.000000,
"Bird 2 (Bispectral InfraRed Detector 2)","Germany","Institute of Space Sensor Technology and Planetary Exploration","Government/Civil","Earth Observation/Technology Development",500,521,92,2001-10-22,1.500000,
"BIROS (Bispectral Infrared Optical System)","Germany","German Aerospace Center (DLR)","Government","Earth Observation",500,517,130,2016-06-22,-1.000000,
"BisonSat (Nwist Qwiqway)","USA","Salish Kootenai College","Civil","Earth Observation/Technology Development",497,801,1,2015-10-08,-1.000000,
"BKA 2 (BelKA 2)","Belarus","National Academy of Sciences","Government","Earth Observation",503,507,400,2012-07-22,5.000000,
"BlackSky Global 1","USA","BlackSky Global","Commercial","Earth Observation",484,500,56,2018-11-29,-1.000000,
"BlackSky Global 14","USA","BlackSky Global","Commercial","Earth Observation",428,439,55,2021-11-18,-1.000000,
"BlackSky Global 15","USA","BlackSky Global","Commercial","Earth Observation",426,438,55,2021-11-18,-1.000000,
"BlackSky Global 16","USA","BlackSky Global","Commercial","Earth Observation",430,439,55,2021-12-09,-1.000000,
"BlackSky Global 17","USA","BlackSky Global","Commercial","Earth Observation",433,440,55,2021-12-09,-1.000000,
"BlackSky Global 18","USA","BlackSky Global","Commercial","Earth Observation",428,440,55,2022-04-02,-1.000000,
"BlackSky Global 2","USA","BlackSky Global","Commercial","Earth Observation",577,591,55,2018-12-03,-1.000000,
"BlackSky Global 20","USA","BlackSky Global","Commercial","Earth Observation",426,439,55,2022-04-02,-1.000000,
"BlackSky Global 3","USA","BlackSky Global","Commercial","Earth Observation",450,461,56,2019-06-29,-1.000000,
"BlackSky Global 4","USA","BlackSky Global","Commercial","Earth Observation",538,549,56,2019-08-19,-1.000000,
"BlackSky Global 7","USA","BlackSky Global","Commercial","Earth Observation",400,410,56,2020-08-07,-1.000000,
"BlackSky Global 8","USA","BlackSky Global","Commercial","Earth Observation",400,410,56,2020-08-07,-1.000000,
"BlackSky Global 9","USA","BlackSky Global","Commercial","Earth Observation",448,460,56,2021-03-22,-1.000000,
"BlackSky Pathfinder 1","USA","BlackSky Global","Commercial","Earth Observation",661,701,44,2016-09-26,3.000000,
"Blagovest-11L (Cosmos 2520)","Russia","Ministry of Defense","Military/Commercial","Communications",35781,35803,3000,2017-08-16,15.000000,
"Blagovest-12L (Cosmos 2526)","Russia","Ministry of Defense","Military/Commercial","Communications",35779,35794,3000,2018-04-18,15.000000,
"Blagovest-13L (Cosmos 2533)","Russia","Ministry of Defense","Military/Commercial","Communications",35780,35792,3000,2018-12-20,15.000000,
"Blagovest-14L (Cosmos 2539)","Russia","Ministry of Defense","Military/Commercial","Communications",35599,35829,3000,2019-08-05,15.000000,
"Bluewalker 1","Lithuania","NanoAvionics","Commercial","Technology Development",435,519,10,2019-04-01,-1.000000,
"Brazilsat B-4 (Brasilsat B-4)","Brazil","Embratel Star One","Commercial","Communications",35772,35800,2495,2000-08-17,12.000000,
"Brik-II","Netherlands","Ministry of Defense","Earth Observation","Signals Intelligence",495,521,10,2021-06-30,-1.000000,
"BRIO","USA","SpaceQuest, Ltd.","Commercial","Technology Development",574,591,4,2018-12-03,-1.000000,
"BRISat","Indonesia","Bank Rakyat Indonesia (BRI)","Commercial","Communications",35702,35876,3540,2016-06-19,15.000000,
"BRITE-CA-1 (BRITE Toronto)","Canada","University of Toronto, Institute for Aerospace Studies","Civil","Space Science",613,739,10,2014-06-19,-1.000000,
"BRITE-PL-2 (BRIght-star Target Explorer - Poland, Hevelius)","Multinational","BRITE Consortium","Government","Space Science",610,633,10,2014-08-19,2.000000,
"BRO-1","France","UnseenLabs","Commercial","Earth Observation",536,550,8,2019-08-19,-1.000000,
"BRO-4","France","UnseenLabs","Commercial","Earth Observation",520,563,8,2021-08-17,-1.000000,
"BRO-7","France","UnseenLabs","Commercial","Earth Observation",497,509,10,2022-04-01,-1.000000,
"BSAT-3A","Japan","Broadcasting Satellite System Corp.","Commercial","Communications",35778,35794,1980,2007-08-14,13.000000,
"BSAT-3B","Japan","Broadcasting Satellite System Corp.","Commercial","Communications",33066,35725,2060,2010-10-28,15.000000,
"BSAT-3C/JCSat 110-R","Japan","Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation","Commercial","Communications",35784,35787,2910,2011-08-06,15.000000,
"BSAT-4A","Japan","Broadcasting Satellite System Corp.","Commercial","Communications",35719,35725,3520,2017-09-29,15.000000,
"BSAT-4B","Japan","Broadcasting Satellite System Corp.","Commercial","Communications",35789,35798,3520,2020-08-15,15.000000,
"Buccaneer RMM","Australia","Defence Science and Technology Group/University of New South Wales","Military/Civil","Technology Development",459,819,4,2017-11-18,5.000000,
"Bufeng-1A","China","China Academy of Space Technology (CAST)","Government","Earth Observation",555,575,-1,2019-06-05,-1.000000,
"Bufeng-1B","China","China Academy of Space Technology (CAST)","Government","Earth Observation",554,576,-1,2019-06-05,-1.000000,
"Bugsat-1 (Tita)","Argentina","Satellogic S.A.","Commercial","Technology Development",570,617,25,2014-06-19,-1.000000,
"BulgariaSat-1","Bulgaria","Bulsatcom","Commercial","Communications",35774,35797,3669,2017-06-23,15.000000,
"CACTUS-1 (Coordinated Applied Capitol Technology University Satellite 1)","USA","Capital Technology University","Government/Civil","Technology Development",493,514,4,2021-01-17,-1.000000,
"Calipso (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation)","France/USA","Centre National d'Etudes Spatiales (CNES)/NASA","Government","Earth Science",702,703,587,2006-04-28,3.000000,
"CanX-2 (Canadian Advanced Nanospace experiment)","Canada","University of Toronto, Institute for Aerospace Studies","Government/Civil","Technology Development",609,629,7,2008-04-28,-1.000000,
"CanX-4","Canada","University of Toronto, Institute for Aerospace Studies","Government/Civil","Technology Development",642,659,15,2014-06-30,-1.000000,
"CanX-5","Canada","University of Toronto, Institute for Aerospace Studies","Government/Civil","Technology Development",643,656,15,2014-06-30,-1.000000,
"CanX-7","Canada","University of Toronto, Institute for Aerospace Studies","Government/Civil","Technology Development",661,701,15,2016-09-26,-1.000000,
"CAPE-3 (Cajun Advanced Picosatellite Experiment-3)","USA","University of Louisiana at Lafayette","Civil","Technology Development",493,517,1,2021-01-17,-1.000000,
"Capella-1 (Denali)","USA","Capella Space","Commercial","Earth Observation",573,591,37,2018-12-03,-1.000000,
"Capella-2 (Sequoia)","USA","Capella Space","Commercial","Earth Observation",535,550,107,2020-08-31,-1.000000,
"Capella-3 (Whitney 1)","USA","Capella Space","Commercial","Earth Observation",514,534,107,2021-01-24,-1.000000,
"Capella-4 (Whitney 2)","USA","Capella Space","Commercial","Earth Observation",514,534,107,2021-01-24,-1.000000,
"Capella-5 (Whitney 3)","USA","Capella Space","Commercial","Earth Observation",521,536,107,2021-06-30,-1.000000,
"Capella-6 (Whitney 4)","USA","Capella Space","Commercial","Earth Observation",566,587,100,2021-05-06,-1.000000,
"Capella-7 (Whitney 5)","USA","Capella Space","Commercial","Earth Observation",520,535,112,2022-01-13,-1.000000,
"Capella-8 (Whitney 6)","USA","Capella Space","Commercial","Earth Observation",521,535,112,2022-01-13,-1.000000,
"CartoSat 1 (IRS P5)","India","Indian Space Research Organization (ISRO)","Government","Earth Observation",618,619,1560,2005-05-05,6.000000,
"CartoSat 2 (IRS P7, CartoSat 2AT)","India","Indian Space Research Organization (ISRO)","Government","Earth Observation",632,635,680,2007-01-10,5.000000,
"CartoSat 2A","India","Indian Space Research Organization (ISRO)","Military","Earth Observation",624,643,680,2008-04-28,5.000000,
"CartoSat 2B","India","Indian Space Research Organization (ISRO)","Government","Earth Observation",622,645,694,2010-07-12,5.000000,
"CartoSat 2C","India","Indian Space Research Organization (ISRO)","Government","Earth Observation",501,519,727,2016-06-22,5.000000,
"CartoSat 2D","India","Indian Space Research Organization (ISRO)","Government","Earth Observation",491,508,714,2017-02-15,5.000000,
"CartoSat 2E","India","Indian Space Research Organization (ISRO)","Government","Earth Observation",334,347,712,2017-06-22,5.000000,
"CartoSat 2F","India","Indian Space Research Organization (ISRO)","Government","Earth Observation",495,510,712,2018-01-11,5.000000,
"CartoSat 3","India","Indian Space Research Organization (ISRO)","Government","Earth Observation",500,519,1625,2019-11-27,5.000000,
"CAS500-1","South Korea","Korea Aerospace Research Institute (KARI)","Government","Earth Observation",494,509,500,2021-03-22,-1.000000,
"Cassiope (CAScade SmallSat and Ionospheric Polar Explorer)","Canada","Canadian Space Agency","Government","Earth Science",325,1486,490,2013-09-29,2.000000,
"CBAS-1 (USA 283, Continuous Broadcast Augmenting SATCOM-1)","USA","US Air Force","Military","Communications",35747,35826,-1,2018-04-14,-1.000000,
"CBERS 4 (China-Brazil Earth Resources Satellite 4)","China/Brazil","China National Space Administration (CNSA)/National Institute for Space Research (Brazil)","Government","Earth Observation",738,748,1980,2014-12-07,3.000000,
"CBERS 4A (China-Brazil Earth Resources Satellite 4A)","China/Brazil","China National Space Administration (CNSA)/National Institute for Space Research (Brazil)","Government","Earth Observation",615,635,1980,2019-12-21,5.000000,
"CBNT-1 (Carbonite 1)","United Kingdom","Surrey Satellite Technology Ltd.","Commercial","Technology Development",636,658,91,2015-07-10,-1.000000,
"CBNT-2 (Carbonite 2)","United Kingdom","Earth-i/Surrey Satellite Technology Ltd.","Commercial","Technology Development",493,505,-1,2018-01-11,-1.000000,
"CELTEE-1 (CubeSat Enhanced Locator Transponder Evaluation Experiment-1)","USA","Air Force Research Laboratory","Military","Technology Development",576,586,3,2016-11-11,-1.000000,
"Centauri-1","Australia","Fleet Space Technologies","Commercial","Communications",476,500,4,2018-11-29,-1.000000,
"Centauri-2","Australia","Fleet Space Technologies","Commercial","Technology Development",573,591,4,2018-12-03,-1.000000,
"Centispace-1-S1","China","Beijing Future Navigation Technology Co. Ltd.","Commercial","Technology Development",700,719,100,2018-09-29,-1.000000,
"CeReS (Compact Radiation belt Explorer)","USA","NASA Goddard Space Flight Center","Government","Space Science",494,511,4,2018-12-16,-1.000000,
"CERES 1 (CapacitÉ de Renseignement Électromagnétique Spatiale)","France","Ministry of Armed Forces","Military","Earth Observation",669,672,400,2021-11-16,-1.000000,
"CERES 2 (CapacitÉ de Renseignement Électromagnétique Spatiale)","France","Ministry of Armed Forces","Military","Earth Observation",671,672,400,2021-11-16,-1.000000,
"CERES 3 (CapacitÉ de Renseignement Électromagnétique Spatiale)","France","Ministry of Armed Forces","Military","Earth Observation",670,673,400,2021-11-16,-1.000000,
"CE-SAT-1 (Canon Electric Satellite 1)","Japan","Canon Electronics","Commercial","Technology Development",497,517,3,2017-06-22,-1.000000,
"CE-SAT-2B (Canon Electric Satellite 2B)","Japan","Canon Electronics","Commercial","Technology Demonstration",507,523,36,2020-10-28,2.000000,
"Cesium Satellite 1","USA","Defense Innovation Unit/Cesium Astro","Military","Technology Development",550,580,10,2021-09-27,-1.000000,
"Cesium Satellite 2","USA","Defense Innovation Unit/Cesium Astro","Military","Technology Development",550,580,10,2021-09-27,-1.000000,
"CFESat (Cibola Flight Experiment Satellite)","USA","Los Alamos National Laboratory","Government","Technology Development",538,544,159,2007-03-09,-1.000000,
"CFOSat (China-France Oceanography Satellite)","China/France","China National Space Administration (CNSA)/National Centre for Space Studies (CNES)","Government","Earth Observation",509,523,700,2018-10-28,3.000000,
"Challenge One","Tunisia","TELNET Holding","Commercial","Technology Development",535,564,3,2021-03-22,-1.000000,
"Chandra X-Ray Observatory (CXO)","USA","National Aeronautics and Space Administration (NASA) Goddard Space Flight Center","Government","Space Science",9999,138825,4742,1999-07-23,5.000000,
"Changshagaoxin (TY 4-01)","China","Spacety Aerospace Company","Commercial","Technology Development",505,522,8,2018-10-29,-1.000000,
"Chao Fenbianlu Duo Guangpu Chengxiang Weixing (Ultra-resolution multispectral imaging satellite)","China","Shanghai Engineering Center for Microsatellites","Government","Earth Observation",690,720,50,2016-12-21,-1.000000,
"Chaohu-1","China","Spacety Co. Ltd.","Commercial","Earth Observation",523,549,325,2022-02-27,-1.000000,
"CHASE (Chinese Hydrogen Alpha Solar Explorer, Xihe)","China","Nanjing University","Government","Space Science",500,519,500,2021-10-14,3.000000,
"Chefsat-2 (Cost-effective High E-Frequency Satellite)","USA","Naval Research Laboratory","Military","Technology Development",444,459,-1,2019-02-13,-1.000000,
"CHEOPS (CHaracterising ExOPlanet Satellite)","ESA","European Space Agency (ESA)","Government","Space Science",697,708,273,2019-12-18,5.000000,
"CHOMPTT (CubeSat Handling Of Multisystem Precision Time Transfer)","USA","University of Florida","Government/Civil","Technology Development",491,511,4,2018-12-16,-1.000000,
"Chuangxin 1-1 (Innovation 1-1, Chuang Xin 1, CX-1-1)","China","Chinese Academy of Sciences","Government","Communications",729,748,100,2003-10-21,-1.000000,
"Chuangxin 1-2 (Innovation 1-2)","China","Chinese Academy of Sciences","Government","Earth Observation",785,804,101,2008-11-05,-1.000000,
"Chuangxin 1-3 (Innovation 1-3)","China","Chinese Academy of Sciences","Government","Earth Observation",784,804,100,2011-11-20,-1.000000,
"Chuangxin 1-4 (Innovation 1-4)","China","Chinese Academy of Sciences","Government","Earth Observation",778,809,100,2014-09-04,-1.000000,
"Chuangxin-3","China","Chinese Academy of Sciences","Government","Technology Development",665,672,200,2013-07-19,-1.000000,
"Cicero-10 (Community Initiative for Cellular Earth Remote Observation-10)","USA","GeoOptics Inc.","Commercial","Earth Observation",499,517,10,2018-11-10,-1.000000,
